time,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10
19.462,511,514,511,512,512,512,512,516,517,511
19.51,510,512,515,512,514,512,511,514,513,513
19.51,511,513,511,514,515,512,512,514,514,511
19.51,512,511,518,513,515,512,515,513,514,513
19.51,511,511,517,514,515,512,517,512,516,510
19.51,512,514,516,514,513,514,517,512,513,512
19.51,513,512,514,514,518,513,515,513,509,511
19.51,512,514,515,514,504,512,515,512,512,512
19.51,514,514,510,515,509,513,513,512,511,512
19.51,514,513,513,512,510,512,511,513,512,511
19.51,513,512,511,513,513,512,512,512,512,511
19.51,513,513,512,512,513,513,513,512,511,511
19.51,515,514,508,510,512,513,512,514,510,512
19.51,511,514,513,511,516,512,509,515,515,512
19.51,514,514,512,511,513,512,508,513,506,512
19.51,515,514,513,511,514,511,510,509,512,511
19.51,513,514,513,512,513,512,514,512,519,512
19.51,513,515,510,513,513,512,517,513,513,512
19.51,514,514,513,512,514,512,518,515,513,513
19.51,513,513,515,514,513,512,515,512,511,512
19.51,514,513,513,514,514,512,513,513,512,512
19.51,513,514,528,515,517,511,513,512,513,513
19.51,514,514,491,515,518,512,512,515,513,512
19.51,513,514,524,515,516,512,513,514,512,512
19.51,512,512,510,513,513,513,514,513,512,512
19.51,512,513,516,513,516,512,512,514,513,513
19.51,513,513,523,513,514,512,515,512,511,512
19.51,511,513,505,513,514,512,512,515,512,511
19.51,512,513,514,514,513,512,511,514,513,511
19.51,512,512,506,513,514,513,512,515,511,512
19.51,515,512,508,511,510,511,512,512,508,512
19.51,513,512,510,512,511,512,514,515,511,512
19.51,511,512,514,512,515,512,512,514,511,512
19.51,511,511,514,513,514,511,513,516,510,513
19.51,513,512,514,512,510,512,511,514,513,515
19.51,503,511,511,511,512,512,511,519,514,514
19.51,509,512,509,511,509,512,513,515,514,513
19.51,510,511,511,514,510,513,514,512,512,514
19.51,512,513,512,514,512,512,514,515,516,514
19.51,512,514,513,514,511,513,512,516,515,514
19.51,517,514,514,514,514,510,511,512,514,513
19.51,517,514,510,515,513,511,512,515,514,514
19.51,516,515,516,514,513,511,513,512,509,513
19.51,513,514,509,518,512,512,513,509,512,513
19.51,512,513,511,514,512,511,512,516,511,512
19.51,513,514,511,513,512,513,513,513,514,514
19.51,513,513,515,513,511,513,511,514,511,512
19.51,513,513,507,511,512,514,511,507,513,513
19.51,511,515,508,511,512,514,511,514,513,513
19.51,509,511,518,511,512,514,511,513,512,512
19.51,508,512,510,512,510,515,512,505,515,513
19.51,513,513,520,511,511,515,514,516,514,512
19.51,509,512,519,511,511,513,514,513,514,515
19.51,514,512,511,512,511,513,513,511,512,513
19.51,513,514,518,512,512,514,512,512,512,514
19.51,514,513,513,513,515,513,512,513,513,512
19.51,514,514,516,514,513,514,514,511,513,513
19.51,513,513,520,513,514,513,513,511,512,513
19.51,513,512,514,512,515,513,512,512,514,512
19.51,514,513,520,512,514,512,510,510,511,514
19.51,513,512,514,511,514,513,510,513,511,514
19.51,513,513,513,511,514,513,512,511,511,513
19.51,513,512,511,512,513,513,513,510,514,513
19.51,513,511,509,511,514,513,513,512,514,513
19.51,511,513,507,512,516,514,513,509,512,512
19.557,511,512,512,514,515,515,512,513,513,512
19.557,510,513,511,513,514,514,513,514,515,512
19.557,512,512,510,513,513,513,513,512,515,512
19.557,513,511,513,513,511,513,512,512,513,513
19.557,514,513,510,512,513,513,514,512,512,512
19.557,512,512,512,512,511,512,512,513,513,512
19.557,512,512,514,512,513,512,512,514,511,511
19.557,512,513,510,513,511,512,513,513,511,512
19.557,512,512,510,515,510,513,512,512,512,512
19.557,512,513,510,513,515,511,513,512,512,513
19.557,513,513,522,515,510,513,512,511,511,512
19.557,513,513,526,513,512,514,511,510,512,511
19.557,513,513,505,513,513,513,512,512,513,511
19.557,512,511,514,515,513,512,512,511,511,511
19.557,512,511,513,516,513,514,515,512,514,511
19.557,512,512,516,515,514,511,514,512,516,512
19.557,514,512,517,512,514,511,515,511,513,513
19.557,513,511,514,515,513,512,513,513,514,512
19.557,515,515,516,514,515,513,512,514,513,512
19.557,513,514,517,513,514,509,511,514,511,512
19.557,512,513,513,513,513,510,512,515,514,513
19.557,515,514,512,513,513,511,513,514,513,514
19.557,513,513,510,513,512,512,515,514,513,514
19.557,513,513,510,512,511,512,514,516,514,514
19.557,513,513,508,511,512,513,511,515,513,512
19.557,514,515,512,511,512,513,512,517,514,513
19.557,513,513,511,512,512,514,511,516,513,513
19.557,513,514,510,513,514,512,511,515,513,513
19.557,513,514,512,512,512,512,510,514,513,512
19.557,511,512,511,512,512,514,512,512,513,512
19.557,513,512,513,513,513,514,512,514,513,513
19.557,512,514,510,513,512,513,512,512,512,512
19.557,511,515,513,513,512,514,514,514,511,512
19.557,512,513,513,514,513,513,514,512,513,511
19.557,512,513,512,512,511,512,514,512,513,513
19.557,510,513,513,513,512,513,514,513,512,512
19.557,512,513,514,515,512,513,515,514,512,513
19.557,513,513,513,513,513,512,514,516,512,512
19.557,513,513,514,514,513,512,512,510,513,512
19.557,515,511,522,513,513,512,512,514,513,512
19.557,514,511,516,513,515,511,513,513,512,512
19.557,512,512,513,512,513,512,512,515,512,513
19.557,512,511,513,512,512,514,512,515,511,513
19.557,513,512,513,510,512,513,511,514,513,513
19.557,513,512,513,509,512,513,510,514,513,514
19.557,514,512,515,509,512,511,509,513,513,513
19.557,512,512,516,510,513,511,514,513,513,514
19.557,514,511,516,510,512,512,513,513,515,514
19.557,513,511,512,509,512,514,516,511,513,514
19.557,513,511,511,511,512,513,515,511,515,513
19.557,514,511,510,511,514,513,513,512,512,513
19.557,512,512,510,513,508,513,511,514,513,513
19.557,513,513,511,513,512,513,511,514,514,514
19.557,512,513,511,514,510,513,510,513,513,515
19.557,512,511,513,514,510,513,510,512,514,514
19.557,512,513,513,513,511,512,511,513,514,513
19.557,511,513,511,514,502,514,512,513,514,513
19.557,512,513,511,513,512,513,512,512,512,514
19.557,512,514,513,514,512,512,512,512,513,512
19.557,512,512,514,514,511,513,513,512,512,513
19.557,512,512,514,513,512,513,513,512,511,513
19.557,512,512,514,513,513,513,514,514,511,513
19.557,511,511,513,513,512,511,515,512,512,513
19.557,513,513,511,512,513,512,512,511,512,513
19.605,511,513,513,512,515,513,512,512,512,512
19.605,515,513,513,511,513,513,513,514,513,511
19.605,513,512,513,511,515,514,511,511,514,512
19.605,511,513,513,511,514,513,512,511,513,514
19.605,512,510,512,512,514,515,513,514,513,514
19.605,512,512,512,512,516,514,511,512,511,514
19.605,512,512,513,512,513,514,511,511,513,513
19.605,514,512,514,512,513,514,511,510,512,514
19.605,513,512,512,513,514,514,512,511,511,514
19.605,512,512,514,514,513,514,514,513,513,514
19.605,513,512,513,514,513,514,514,513,512,515
19.605,513,512,513,515,512,514,514,513,512,513
19.605,513,512,514,513,513,513,513,513,512,512
19.605,513,511,512,517,511,513,514,510,513,512
19.605,513,512,514,523,511,512,513,513,512,513
19.605,513,512,512,515,512,512,511,512,513,513
19.605,512,513,513,514,511,513,512,512,512,513
19.605,514,514,512,512,511,513,510,512,514,513
19.605,512,512,512,512,510,513,513,512,511,513
19.605,515,512,514,512,511,513,515,512,512,513
19.605,512,512,514,512,511,511,514,511,513,511
19.605,513,513,512,511,512,511,512,512,515,512
19.605,514,511,512,510,512,511,511,512,513,512
19.605,514,510,511,512,512,512,511,512,513,512
19.605,514,510,510,510,511,513,512,512,514,513
19.605,513,511,513,510,513,511,513,512,514,512
19.605,515,511,511,511,512,513,514,513,514,511
19.605,511,512,512,512,512,512,514,511,515,512
19.605,515,513,512,513,514,512,515,513,513,511
19.605,515,512,513,514,512,513,513,514,514,512
19.605,514,512,512,516,512,513,516,513,514,512
19.605,513,511,510,517,512,513,515,513,514,512
19.605,514,512,511,514,514,511,513,513,512,512
19.605,513,513,512,516,514,511,514,512,512,512
19.605,514,512,513,516,514,513,514,513,512,513
19.605,516,513,512,515,513,513,514,513,512,515
19.605,514,513,512,516,513,514,512,513,511,515
19.605,515,513,513,515,512,513,514,512,511,514
19.605,513,513,513,513,511,514,513,511,511,514
19.605,514,511,513,513,512,513,512,513,510,513
19.605,513,513,514,512,512,512,512,513,512,512
19.605,514,512,513,513,513,515,509,513,512,514
19.605,512,513,512,512,513,514,513,514,512,514
19.605,513,514,513,511,513,515,513,513,512,512
19.605,511,514,513,511,512,514,516,513,513,514
19.605,513,513,513,509,512,514,513,512,512,513
19.605,513,512,514,510,513,513,511,512,513,513
19.605,514,514,513,511,511,514,511,512,513,514
19.605,514,514,513,510,511,515,510,513,512,513
19.605,512,512,514,510,512,515,509,512,514,513
19.605,512,512,508,510,511,513,510,514,513,513
19.605,513,512,510,511,511,513,512,511,513,513
19.605,514,512,513,512,512,513,514,513,513,511
19.605,513,512,514,512,514,512,513,512,513,513
19.605,514,513,514,514,513,512,512,512,515,512
19.605,514,512,514,514,512,513,514,512,515,513
19.605,513,514,515,514,513,511,513,513,514,512
19.605,513,512,513,515,512,514,514,512,513,512
19.605,514,512,514,513,513,510,514,513,513,515
19.605,512,512,513,513,513,513,513,512,513,513
19.605,513,511,513,513,512,512,512,513,513,514
19.605,510,513,513,513,513,513,512,513,512,513
19.605,512,513,513,511,512,511,513,514,513,512
19.605,513,512,513,513,512,512,512,514,513,511
19.605,512,511,512,511,512,513,513,513,513,512
19.653,512,510,511,512,513,511,511,513,513,511
19.653,513,512,510,512,513,512,513,515,513,512
19.653,512,513,512,511,514,513,511,513,512,513
19.653,512,513,510,512,513,513,512,513,513,512
19.653,512,514,511,513,512,514,513,516,513,513
19.653,511,514,511,512,513,513,513,516,513,512
19.653,511,513,511,514,514,511,513,516,513,512
19.653,514,514,511,513,515,511,513,514,512,513
19.653,512,514,511,513,513,510,513,515,513,513
19.653,511,514,512,515,513,511,514,514,512,513
19.653,512,514,514,513,513,511,513,514,510,513
19.653,512,514,514,512,513,510,514,513,511,512
19.653,512,513,515,515,512,509,513,513,511,512
19.653,511,514,515,514,511,511,514,512,512,512
19.653,513,515,515,515,512,509,516,514,512,512
19.653,513,515,516,514,512,511,512,512,512,512
19.653,512,516,515,512,514,512,511,512,513,513
19.653,514,514,514,513,511,513,508,511,512,513
19.653,512,514,515,512,512,514,509,512,512,513
19.653,512,514,514,514,513,513,508,513,512,513
19.653,512,512,514,514,512,514,511,512,513,513
19.653,512,512,514,510,514,516,513,512,514,513
19.653,513,513,514,511,513,515,512,514,510,512
19.653,513,513,514,511,512,514,513,512,511,513
19.653,513,513,513,512,511,514,513,512,511,513
19.653,512,512,514,512,513,511,513,513,512,512
19.653,510,513,512,513,513,513,512,511,513,513
19.653,513,512,513,513,513,513,515,512,512,514
19.653,513,510,513,512,513,513,515,511,514,513
19.653,512,511,511,512,513,513,513,514,513,514
19.653,513,513,512,513,513,514,513,512,515,513
19.653,511,512,512,513,513,514,512,512,514,513
19.653,511,513,511,515,513,513,510,512,512,514
19.653,512,513,512,515,513,512,512,512,514,515
19.653,512,512,512,515,513,514,513,512,513,515
19.653,511,512,512,515,512,512,511,511,514,513
19.653,512,512,512,514,513,513,513,512,512,513
19.653,513,512,514,513,513,513,515,513,512,513
19.653,513,511,514,513,514,512,515,512,512,512
19.653,512,512,513,513,515,512,514,512,512,512
19.653,513,511,514,513,514,512,513,513,512,512
19.653,512,512,513,513,513,512,513,512,512,512
19.653,512,512,512,511,512,512,511,512,512,512
19.653,514,513,512,511,513,514,509,512,511,511
19.653,514,514,512,511,513,516,511,512,511,512
19.653,514,513,512,512,514,514,511,510,512,511
19.653,513,513,512,513,514,513,513,511,512,510
19.653,512,511,512,513,515,514,515,511,512,513
19.653,515,511,513,513,515,513,515,510,512,512
19.653,512,512,512,511,514,512,516,511,511,511
19.653,513,514,511,512,512,513,514,510,512,510
19.653,513,513,512,514,513,512,513,510,511,512
19.653,513,514,514,515,512,513,512,509,511,512
19.653,513,512,512,513,513,512,512,509,511,512
19.653,514,510,514,514,512,512,513,510,513,513
19.653,512,511,514,514,512,511,513,511,512,514
19.653,515,510,513,514,510,513,512,512,513,512
19.653,513,511,514,514,511,512,511,512,512,513
19.653,513,512,514,514,511,511,510,511,512,511
19.653,512,512,514,514,512,512,510,513,513,512
19.653,514,512,513,513,511,513,511,514,514,513
19.653,513,512,513,512,512,512,513,514,514,514
19.653,512,511,515,512,512,513,513,513,514,513
19.653,511,513,513,510,512,515,513,512,514,513
19.699,513,514,513,511,511,514,514,513,514,512
19.699,513,513,513,512,511,513,512,513,515,510
19.699,515,513,512,511,512,512,511,512,515,512
19.699,514,512,513,513,512,514,512,513,514,512
19.699,514,512,512,511,512,514,510,513,515,511
19.699,512,512,512,513,512,513,512,513,513,512
19.699,514,513,513,513,512,512,512,514,514,511
19.699,514,514,510,514,513,513,513,513,514,513
19.699,513,515,512,514,513,512,514,514,515,513
19.699,513,514,511,513,514,512,512,515,514,513
19.699,513,512,512,514,515,514,512,514,514,512
19.699,513,513,512,514,513,513,514,513,513,512
19.699,514,513,512,513,514,513,512,515,515,513
19.699,514,513,511,514,513,512,510,512,512,512
19.699,512,512,512,516,514,511,511,512,512,512
19.699,513,513,513,514,515,512,511,513,512,512
19.699,511,511,512,514,512,512,514,513,513,513
19.699,512,512,512,512,513,513,515,514,512,514
19.699,509,512,513,512,512,513,512,515,513,513
19.699,512,513,513,511,513,511,513,513,512,512
19.699,510,513,512,511,514,511,511,515,511,514
19.699,510,514,512,510,514,512,512,513,512,514
19.699,511,512,513,511,514,511,511,513,511,513
19.699,512,512,513,510,513,511,512,515,514,514
19.699,512,511,514,512,513,512,513,514,513,513
19.699,512,512,513,511,512,514,512,514,512,513
19.699,511,513,513,512,513,514,511,515,512,512
19.699,513,514,514,512,511,512,511,513,512,513
19.699,510,513,515,513,511,513,512,513,513,512
19.699,510,513,513,513,510,512,511,513,512,512
19.699,514,513,512,512,509,515,514,514,512,512
19.699,513,513,514,514,511,515,515,514,513,513
19.699,514,513,513,514,512,514,517,513,513,513
19.699,511,513,513,514,512,513,515,514,511,513
19.699,512,513,513,515,512,513,515,514,512,512
19.699,511,514,513,515,512,512,513,513,512,513
19.699,512,513,515,513,512,512,512,514,512,512
19.699,510,513,514,515,512,513,512,513,513,513
19.699,514,514,515,513,514,513,510,512,513,512
19.699,513,512,513,512,515,515,512,512,512,514
19.699,512,513,513,513,512,513,514,511,511,513
19.699,513,512,514,512,513,513,514,511,513,513
19.699,512,512,515,511,513,512,516,512,513,513
19.699,514,511,513,511,512,511,514,511,512,513
19.699,513,512,512,511,513,511,513,512,512,512
19.699,512,513,512,511,512,512,514,514,512,514
19.699,516,513,512,512,512,511,513,513,512,513
19.699,514,512,512,511,512,513,511,515,514,513
19.699,515,513,512,511,513,514,513,514,514,514
19.699,512,512,512,512,514,514,512,514,513,512
19.699,513,513,514,513,514,514,511,514,514,512
19.699,513,515,511,513,513,514,509,514,513,512
19.699,513,514,513,513,514,513,511,514,513,511
19.699,511,514,513,514,514,513,510,512,512,512
19.699,513,514,513,515,513,513,512,512,514,510
19.699,513,513,513,514,513,512,512,512,513,511
19.699,514,513,512,514,512,513,514,512,513,512
19.699,514,513,514,515,515,513,513,512,513,512
19.699,515,513,513,513,513,513,512,511,513,513
19.699,514,514,514,514,512,514,513,511,514,513
19.699,514,512,513,514,512,512,512,512,513,512
19.699,513,513,514,512,513,511,513,513,513,511
19.699,514,513,514,511,514,512,510,513,512,513
19.746,514,514,512,510,513,513,511,513,513,513
19.746,515,513,512,511,513,512,511,512,513,514
19.746,513,514,512,511,513,512,509,514,512,514
19.746,516,513,512,511,512,512,513,514,512,514
19.746,513,512,513,509,513,513,512,514,514,512
19.746,514,513,515,510,512,511,513,511,514,510
19.746,514,512,514,511,512,512,513,511,514,511
19.746,513,513,513,511,513,511,514,510,513,513
19.746,514,513,512,513,512,512,513,510,513,513
19.746,515,512,512,513,511,512,512,511,514,512
19.746,515,511,513,516,512,513,514,511,512,513
19.746,513,512,512,514,512,512,514,510,513,513
19.746,515,511,513,515,512,513,514,512,513,513
19.746,514,511,512,515,512,513,513,511,513,513
19.746,515,512,513,515,513,513,512,511,514,514
19.746,514,512,512,514,512,512,513,513,512,514
19.746,516,514,512,514,513,512,513,512,513,513
19.746,512,513,513,513,511,513,514,512,513,514
19.746,515,514,513,513,513,512,513,515,513,514
19.746,512,513,513,510,512,512,514,512,513,513
19.746,514,513,513,512,512,512,514,513,513,514
19.746,512,515,513,512,511,509,512,513,513,514
19.746,513,514,511,511,513,511,513,514,512,513
19.746,512,514,512,511,512,513,513,513,512,513
19.746,511,512,512,511,513,513,513,512,513,512
19.746,510,509,513,512,513,512,514,515,513,513
19.746,512,511,511,512,515,511,514,513,513,512
19.746,512,511,511,512,513,511,515,514,512,514
19.746,511,512,511,512,513,511,515,512,513,513
19.746,514,514,513,511,513,512,515,512,512,514
19.746,512,514,512,513,513,513,512,512,512,513
19.746,513,513,512,514,512,513,512,512,514,513
19.746,512,511,514,515,512,512,512,513,512,512
19.746,515,512,512,515,513,512,511,513,512,512
19.746,513,514,511,514,513,512,511,512,511,512
19.746,512,513,512,516,513,512,510,512,511,512
19.746,511,513,513,517,513,511,511,511,512,513
19.746,511,512,512,515,513,513,510,512,512,511
19.746,512,511,512,514,514,514,514,512,513,512
19.746,512,512,512,514,513,515,515,512,512,510
19.746,511,511,513,513,513,514,516,512,511,511
19.746,509,513,513,513,512,513,514,511,511,514
19.746,513,514,511,512,512,512,513,512,512,513
19.746,512,513,513,512,512,512,511,513,512,512
19.746,512,512,513,510,514,513,513,511,513,511
19.746,513,511,515,511,518,512,512,511,512,512
19.746,512,512,514,510,513,511,512,513,512,511
19.746,510,513,513,511,511,510,513,512,513,513
19.746,513,514,512,511,509,510,511,512,512,513
19.746,512,513,513,511,510,511,511,512,514,513
19.746,513,514,514,511,510,510,511,512,513,514
19.746,512,513,515,511,510,509,511,513,514,514
19.746,511,513,514,511,509,511,513,511,514,513
19.746,511,512,513,513,512,510,513,513,513,513
19.746,511,513,514,514,511,512,511,512,514,514
19.746,512,514,514,513,510,513,510,512,513,513
19.746,513,514,513,513,511,513,510,513,513,514
19.746,512,513,513,512,511,515,511,513,514,513
19.746,513,513,513,511,512,514,512,511,513,513
19.746,514,513,512,513,512,514,512,512,512,514
19.746,511,513,514,513,515,513,512,512,514,513
19.746,513,514,514,513,515,514,512,513,513,514
19.746,512,514,513,512,515,514,512,512,512,513
19.793,512,514,512,511,514,515,511,513,513,512
19.793,513,514,511,511,515,514,513,512,512,512
19.793,511,513,510,512,516,514,508,513,513,512
19.793,512,513,511,512,516,514,511,513,511,512
19.793,514,514,511,512,516,515,511,513,513,513
19.793,513,515,511,512,516,513,512,514,512,514
19.793,512,515,511,512,515,514,514,514,513,512
19.793,513,514,511,513,516,514,516,514,514,513
19.793,511,513,511,513,515,513,513,514,511,512
19.793,512,513,512,512,514,512,513,513,512,511
19.793,514,514,513,513,514,514,513,513,513,512
19.793,512,513,514,514,512,513,513,512,512,512
19.793,513,515,513,513,513,512,513,512,513,511
19.793,513,515,514,513,512,512,514,510,512,511
19.793,513,513,513,513,512,511,512,513,511,512
19.793,515,513,513,512,513,513,513,513,512,513
19.793,513,513,514,514,512,514,513,513,512,512
19.793,513,513,515,514,511,512,512,513,514,511
19.793,511,513,513,513,512,513,511,511,513,513
19.793,513,514,514,512,511,513,511,510,512,513
19.793,514,514,516,512,512,511,512,510,513,512
